first_name,last_name,gender,major,year,email,dollar_limit,prob_of_activity,prob_of_comment,prob_of_like,ethnicity,age,image_url
mark,gardner,male,CS,Sophomore,mark.gardner25@example.com,10,0.2661,0.5825,0.7654,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/14.jpg
roberto,simmmons,male,CS,Senior,roberto.simmmons30@example.com,5,0.1475,0.5699,0.9337,Human,28,http://api.randomuser.me/portraits/thumb/men/14.jpg
miguel,evans,male,Civil,Grad,miguel.evans48@example.com,8,0.297,0.5136,0.7947,Klingon,24,http://api.randomuser.me/portraits/thumb/men/14.jpg
tom,simpson,male,Aerospace,PhD,tom.simpson26@example.com,8,0.412,0.6199,0.8206,Human,26,http://api.randomuser.me/portraits/thumb/men/15.jpg
lawrence,fleming,male,ECE,Sophomore,lawrence.fleming94@example.com,6,0.3266,0.2401,0.5546,Martian,20,http://api.randomuser.me/portraits/thumb/men/15.jpg
jacqueline,neal,female,Architecture,Grad,jacqueline.neal63@example.com,7,0.0951,0.6874,0.5219,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/85.jpg
dawn,wood,female,Architecture,Sophomore,dawn.wood88@example.com,5,0.0294,0.2358,0.6206,Romulan,25,http://api.randomuser.me/portraits/thumb/women/17.jpg
alexis,mccoy,female,Media,Senior,alexis.mccoy11@example.com,10,0.4094,0.405,0.7505,Martian,23,http://api.randomuser.me/portraits/thumb/women/11.jpg
ann,frazier,female,Aerospace,Senior,ann.frazier86@example.com,6,0.058,0.5445,0.8981,Klingon,29,http://api.randomuser.me/portraits/thumb/women/8.jpg
emma,stanley,female,CS,Senior,emma.stanley72@example.com,8,0.1457,0.0003,0.4876,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/89.jpg
steven,hamilton,male,Mech,Freshman,steven.hamilton32@example.com,11,0.3955,0.4923,0.6084,Romulan,29,http://api.randomuser.me/portraits/thumb/men/15.jpg
misty,kennedy,female,ECE,PhD,misty.kennedy66@example.com,8,0.0133,0.2931,0.7769,Martian,27,http://api.randomuser.me/portraits/thumb/women/30.jpg
sherry,holmes,female,Architecture,Freshman,sherry.holmes79@example.com,8,0.3617,0.1492,0.7166,Martian,28,http://api.randomuser.me/portraits/thumb/women/85.jpg
benjamin,gomez,male,ECE,Sophomore,benjamin.gomez89@example.com,5,0.0192,0.5662,0.1859,Klingon,28,http://api.randomuser.me/portraits/thumb/men/15.jpg
dylan,jimenez,male,Civil,Freshman,dylan.jimenez28@example.com,8,0.4682,0.4913,0.1777,Klingon,28,http://api.randomuser.me/portraits/thumb/men/15.jpg
stephen,bryant,male,Mech,Senior,stephen.bryant53@example.com,8,0.2254,0.5668,0.4786,Klingon,17,http://api.randomuser.me/portraits/thumb/men/15.jpg
ida,richardson,female,ECE,Junior,ida.richardson55@example.com,8,0.4407,0.0095,0.2005,Martian,27,http://api.randomuser.me/portraits/thumb/women/92.jpg
jacqueline,spencer,female,Mech,Junior,jacqueline.spencer31@example.com,6,0.1737,0.6689,0.0019,Martian,28,http://api.randomuser.me/portraits/thumb/women/75.jpg
allison,hopkins,female,ECE,Senior,allison.hopkins13@example.com,11,0.3816,0.1098,0.4144,Romulan,21,http://api.randomuser.me/portraits/thumb/women/71.jpg
peter,robertson,male,ECE,Junior,peter.robertson93@example.com,6,0.3044,0.3052,0.245,Human,21,http://api.randomuser.me/portraits/thumb/men/15.jpg
alan,murphy,male,CS,PhD,alan.murphy70@example.com,7,0.2788,0.6863,0.6968,Martian,19,http://api.randomuser.me/portraits/thumb/men/15.jpg
tommy,elliott,male,Aerospace,Grad,tommy.elliott34@example.com,10,0.3573,0.5956,0.913,Romulan,28,http://api.randomuser.me/portraits/thumb/men/15.jpg
bernice,dixon,female,Media,Sophomore,bernice.dixon23@example.com,10,0.1427,0.1415,0.982,Martian,19,http://api.randomuser.me/portraits/thumb/women/71.jpg
jane,armstrong,female,Media,PhD,jane.armstrong95@example.com,8,0.3285,0.5877,0.1677,Klingon,24,http://api.randomuser.me/portraits/thumb/women/53.jpg
bernice,peters,female,CS,Freshman,bernice.peters37@example.com,5,0.1912,0.4877,0.1672,Human,17,http://api.randomuser.me/portraits/thumb/women/71.jpg
marsha,kim,female,ECE,Freshman,marsha.kim46@example.com,6,0.0783,0.1592,0.34,Romulan,18,http://api.randomuser.me/portraits/thumb/women/5.jpg
ronald,banks,male,ECE,Senior,ronald.banks95@example.com,8,0.0529,0.0823,0.0839,Romulan,23,http://api.randomuser.me/portraits/thumb/men/15.jpg
layla,chapman,female,Architecture,Junior,layla.chapman31@example.com,8,0.4465,0.5432,0.0053,Human,27,http://api.randomuser.me/portraits/thumb/women/2.jpg
cecil,newman,male,Mech,Grad,cecil.newman24@example.com,11,0.3557,0.4975,0.5879,Vulcan,22,http://api.randomuser.me/portraits/thumb/men/15.jpg
sarah,cruz,female,ECE,Grad,sarah.cruz72@example.com,9,0.416,0.278,0.7697,Klingon,21,http://api.randomuser.me/portraits/thumb/women/29.jpg
zoe,hunt,female,ECE,Sophomore,zoe.hunt67@example.com,7,0.2801,0.6943,0.2219,Human,23,http://api.randomuser.me/portraits/thumb/women/75.jpg
kelly,garza,male,Mech,Grad,kelly.garza22@example.com,9,0.0217,0.6003,0.8195,Klingon,25,http://api.randomuser.me/portraits/thumb/men/16.jpg
vivan,daniels,female,Mech,Sophomore,vivan.daniels11@example.com,11,0.4427,0.0744,0.7403,Human,18,http://api.randomuser.me/portraits/thumb/women/20.jpg
vickie,kelley,female,Architecture,Junior,vickie.kelley90@example.com,7,0.3546,0.6004,0.5443,Human,21,http://api.randomuser.me/portraits/thumb/women/62.jpg
camila,castillo,female,Civil,Grad,camila.castillo49@example.com,5,0.4904,0.2969,0.7695,Klingon,24,http://api.randomuser.me/portraits/thumb/women/4.jpg
judith,mccoy,female,Media,Sophomore,judith.mccoy32@example.com,6,0.3834,0.3544,0.7184,Human,28,http://api.randomuser.me/portraits/thumb/women/73.jpg
perry,wheeler,male,Media,Junior,perry.wheeler89@example.com,7,0.3837,0.5481,0.988,Romulan,18,http://api.randomuser.me/portraits/thumb/men/16.jpg
eva,harris,female,ECE,PhD,eva.harris19@example.com,9,0.4481,0.3338,0.674,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/30.jpg
roger,burke,male,Mech,Sophomore,roger.burke28@example.com,8,0.0425,0.2012,0.3418,Human,21,http://api.randomuser.me/portraits/thumb/men/16.jpg
dean,roberts,male,Aerospace,Sophomore,dean.roberts99@example.com,10,0.1606,0.4476,0.1632,Martian,29,http://api.randomuser.me/portraits/thumb/men/16.jpg
kenzi,cruz,female,Architecture,Freshman,kenzi.cruz69@example.com,5,0.2614,0.4752,0.6407,Romulan,18,http://api.randomuser.me/portraits/thumb/women/87.jpg
marcia,elliott,female,Civil,Junior,marcia.elliott23@example.com,8,0.1342,0.2395,0.3795,Romulan,23,http://api.randomuser.me/portraits/thumb/women/5.jpg
serenity,alexander,female,CS,Grad,serenity.alexander31@example.com,8,0.4337,0.2485,0.2401,Vulcan,19,http://api.randomuser.me/portraits/thumb/women/38.jpg
abigail,woods,female,CS,Senior,abigail.woods17@example.com,11,0.4916,0.4728,0.4919,Romulan,28,http://api.randomuser.me/portraits/thumb/women/69.jpg
sylvia,williams,female,Civil,Senior,sylvia.williams27@example.com,5,0.0888,0.2297,0.8391,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/24.jpg
tim,thompson,male,Architecture,Senior,tim.thompson79@example.com,8,0.0671,0.5809,0.9057,Klingon,17,http://api.randomuser.me/portraits/thumb/men/16.jpg
edith,mitchell,female,CS,Freshman,edith.mitchell44@example.com,8,0.0435,0.3035,0.5886,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/33.jpg
doris,patterson,female,CS,Junior,doris.patterson12@example.com,8,0.4191,0.2071,0.8688,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/29.jpg
crystal,schmidt,female,Mech,Senior,crystal.schmidt69@example.com,11,0.0505,0.0059,0.3652,Klingon,18,http://api.randomuser.me/portraits/thumb/women/41.jpg
darren,kim,male,Aerospace,Junior,darren.kim90@example.com,9,0.1323,0.4278,0.2989,Romulan,17,http://api.randomuser.me/portraits/thumb/men/16.jpg
carolyn,sutton,female,Architecture,Senior,carolyn.sutton94@example.com,6,0.3037,0.4064,0.1801,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/64.jpg
harry,jones,male,Architecture,Grad,harry.jones83@example.com,11,0.3725,0.2493,0.9376,Human,20,http://api.randomuser.me/portraits/thumb/men/16.jpg
jackie,green,female,Aerospace,Senior,jackie.green81@example.com,10,0.4531,0.186,0.0244,Klingon,27,http://api.randomuser.me/portraits/thumb/women/62.jpg
vanessa,harris,female,Media,Sophomore,vanessa.harris64@example.com,10,0.1932,0.6153,0.7611,Klingon,18,http://api.randomuser.me/portraits/thumb/women/30.jpg
danielle,romero,female,Media,Grad,danielle.romero55@example.com,7,0.1296,0.6304,0.5795,Klingon,23,http://api.randomuser.me/portraits/thumb/women/87.jpg
same,foster,male,Mech,Junior,same.foster98@example.com,8,0.3047,0.2459,0.9345,Human,24,http://api.randomuser.me/portraits/thumb/men/16.jpg
louise,mckinney,female,Mech,Freshman,louise.mckinney87@example.com,7,0.0206,0.5303,0.0708,Klingon,29,http://api.randomuser.me/portraits/thumb/women/26.jpg
clifton,larson,male,CS,Grad,clifton.larson68@example.com,7,0.3986,0.4534,0.0223,Klingon,20,http://api.randomuser.me/portraits/thumb/men/16.jpg
brandon,nichols,male,Civil,Freshman,brandon.nichols60@example.com,8,0.2919,0.1974,0.7513,Klingon,25,http://api.randomuser.me/portraits/thumb/men/16.jpg
laurie,hicks,female,Architecture,Senior,laurie.hicks79@example.com,11,0.4197,0.4314,0.2625,Romulan,29,http://api.randomuser.me/portraits/thumb/women/11.jpg
andre,robertson,male,Aerospace,Grad,andre.robertson33@example.com,6,0.0082,0.0547,0.4725,Human,17,http://api.randomuser.me/portraits/thumb/men/16.jpg
emily,rogers,female,Civil,Sophomore,emily.rogers91@example.com,5,0.2049,0.0352,0.3027,Romulan,21,http://api.randomuser.me/portraits/thumb/women/87.jpg
travis,hall,male,Architecture,Freshman,travis.hall32@example.com,6,0.2418,0.2969,0.2903,Martian,28,http://api.randomuser.me/portraits/thumb/men/16.jpg
albert,harvey,male,Media,Freshman,albert.harvey42@example.com,9,0.4217,0.6662,0.3252,Martian,21,http://api.randomuser.me/portraits/thumb/men/16.jpg
frederick,gray,male,Architecture,Sophomore,frederick.gray48@example.com,6,0.0855,0.5143,0.5485,Human,19,http://api.randomuser.me/portraits/thumb/men/16.jpg
jack,schmidt,male,ECE,Senior,jack.schmidt83@example.com,8,0.406,0.4568,0.7705,Romulan,26,http://api.randomuser.me/portraits/thumb/men/16.jpg
milton,lambert,male,CS,PhD,milton.lambert33@example.com,11,0.492,0.2322,0.2431,Martian,20,http://api.randomuser.me/portraits/thumb/men/16.jpg
isaiah,griffin,male,Aerospace,Junior,isaiah.griffin21@example.com,11,0.3382,0.3189,0.7585,Klingon,21,http://api.randomuser.me/portraits/thumb/men/16.jpg
tina,garza,female,Mech,Senior,tina.garza28@example.com,10,0.4468,0.4146,0.8353,Klingon,19,http://api.randomuser.me/portraits/thumb/women/14.jpg
stanley,harvey,male,Mech,Senior,stanley.harvey46@example.com,6,0.0037,0.0574,0.2468,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/16.jpg
duane,perez,male,Media,Freshman,duane.perez46@example.com,9,0.0573,0.3414,0.3458,Martian,21,http://api.randomuser.me/portraits/thumb/men/16.jpg
nora,jackson,female,Media,Freshman,nora.jackson38@example.com,5,0.4494,0.6829,0.8997,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/23.jpg
kaylee,matthews,female,CS,Freshman,kaylee.matthews56@example.com,10,0.1783,0.6853,0.1647,Human,27,http://api.randomuser.me/portraits/thumb/women/48.jpg
tracey,vasquez,female,Media,PhD,tracey.vasquez98@example.com,6,0.1763,0.6039,0.452,Klingon,24,http://api.randomuser.me/portraits/thumb/women/81.jpg
kyle,castillo,male,ECE,Senior,kyle.castillo30@example.com,9,0.3418,0.0753,0.9223,Romulan,19,http://api.randomuser.me/portraits/thumb/men/16.jpg
rafael,kelly,male,CS,Freshman,rafael.kelly26@example.com,5,0.38,0.3726,0.3737,Martian,17,http://api.randomuser.me/portraits/thumb/men/17.jpg
clinton,rose,male,Media,Junior,clinton.rose41@example.com,9,0.2487,0.4343,0.8527,Klingon,27,http://api.randomuser.me/portraits/thumb/men/17.jpg
courtney,reed,female,Media,Freshman,courtney.reed56@example.com,9,0.4542,0.0471,0.1304,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/13.jpg
allan,fox,male,Media,Senior,allan.fox14@example.com,11,0.1305,0.2286,0.6261,Martian,21,http://api.randomuser.me/portraits/thumb/men/17.jpg
vickie,davidson,female,CS,Junior,vickie.davidson10@example.com,8,0.4197,0.2736,0.5422,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/76.jpg
duane,hale,male,Media,Junior,duane.hale37@example.com,10,0.1849,0.3708,0.1354,Martian,28,http://api.randomuser.me/portraits/thumb/men/17.jpg
lois,hayes,female,ECE,Freshman,lois.hayes19@example.com,6,0.0947,0.6637,0.8594,Human,24,http://api.randomuser.me/portraits/thumb/women/33.jpg
harvey,kuhn,male,Civil,Grad,harvey.kuhn25@example.com,8,0.4528,0.6865,0.6465,Klingon,17,http://api.randomuser.me/portraits/thumb/men/17.jpg
corey,walters,male,Aerospace,Freshman,corey.walters20@example.com,7,0.2178,0.6058,0.8861,Romulan,17,http://api.randomuser.me/portraits/thumb/men/17.jpg
claude,webb,male,Mech,Junior,claude.webb26@example.com,11,0.1018,0.6398,0.3542,Klingon,24,http://api.randomuser.me/portraits/thumb/men/17.jpg
owen,kennedy,male,CS,Grad,owen.kennedy92@example.com,10,0.3663,0.5855,0.967,Human,22,http://api.randomuser.me/portraits/thumb/men/17.jpg
candice,owens,female,Architecture,Sophomore,candice.owens55@example.com,5,0.1145,0.0651,0.5697,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/96.jpg
ronnie,sutton,male,Architecture,Senior,ronnie.sutton65@example.com,6,0.3975,0.1334,0.2415,Vulcan,21,http://api.randomuser.me/portraits/thumb/men/17.jpg
carole,hunter,female,Mech,PhD,carole.hunter43@example.com,10,0.0007,0.6234,0.8943,Klingon,20,http://api.randomuser.me/portraits/thumb/women/57.jpg
deanna,watkins,female,Media,PhD,deanna.watkins45@example.com,11,0.3408,0.3125,0.2708,Martian,24,http://api.randomuser.me/portraits/thumb/women/53.jpg
megan,west,female,Aerospace,Freshman,megan.west26@example.com,9,0.3262,0.4401,0.3585,Klingon,19,http://api.randomuser.me/portraits/thumb/women/23.jpg
norma,jordan,female,CS,PhD,norma.jordan30@example.com,6,0.0682,0.4164,0.2385,Martian,28,http://api.randomuser.me/portraits/thumb/women/56.jpg
miriam,rose,female,CS,Freshman,miriam.rose45@example.com,7,0.3214,0.6084,0.0983,Klingon,24,http://api.randomuser.me/portraits/thumb/women/1.jpg
eugene,morgan,male,Mech,Senior,eugene.morgan49@example.com,7,0.3223,0.2636,0.1148,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/17.jpg
robin,white,female,CS,Junior,robin.white27@example.com,7,0.0944,0.4551,0.9821,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/50.jpg
jo,stanley,female,ECE,Sophomore,jo.stanley88@example.com,11,0.028,0.4821,0.0818,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/72.jpg
clarence,carlson,male,Aerospace,Junior,clarence.carlson94@example.com,10,0.2936,0.0239,0.3693,Klingon,19,http://api.randomuser.me/portraits/thumb/men/18.jpg
lonnie,gregory,male,Media,Grad,lonnie.gregory45@example.com,6,0.2427,0.4194,0.6092,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/18.jpg
ronnie,arnold,male,Media,Sophomore,ronnie.arnold49@example.com,8,0.4585,0.1226,0.7914,Vulcan,27,http://api.randomuser.me/portraits/thumb/men/18.jpg
samantha,duncan,female,Architecture,Grad,samantha.duncan38@example.com,5,0.3892,0.4361,0.4104,Klingon,19,http://api.randomuser.me/portraits/thumb/women/86.jpg
nevaeh,miles,female,Architecture,Grad,nevaeh.miles40@example.com,9,0.3528,0.0497,0.3869,Romulan,27,http://api.randomuser.me/portraits/thumb/women/18.jpg
lori,bates,female,Mech,PhD,lori.bates91@example.com,8,0.1978,0.6834,0.9419,Klingon,23,http://api.randomuser.me/portraits/thumb/women/38.jpg
kristin,jacobs,female,Civil,PhD,kristin.jacobs57@example.com,6,0.0258,0.6369,0.3129,Martian,28,http://api.randomuser.me/portraits/thumb/women/16.jpg
bonnie,myers,female,Aerospace,Sophomore,bonnie.myers18@example.com,8,0.0021,0.295,0.4589,Vulcan,28,http://api.randomuser.me/portraits/thumb/women/58.jpg
lisa,griffin,female,Architecture,Freshman,lisa.griffin80@example.com,5,0.2789,0.2275,0.6175,Human,24,http://api.randomuser.me/portraits/thumb/women/61.jpg
lucas,elliott,male,Civil,Senior,lucas.elliott68@example.com,8,0.191,0.0148,0.2316,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/18.jpg
tonya,washington,female,Aerospace,Grad,tonya.washington65@example.com,8,0.4343,0.0357,0.1552,Martian,23,http://api.randomuser.me/portraits/thumb/women/55.jpg
mia,wilson,female,Aerospace,Sophomore,mia.wilson73@example.com,8,0.4,0.6129,0.7843,Human,24,http://api.randomuser.me/portraits/thumb/women/48.jpg
diana,riley,female,CS,Sophomore,diana.riley23@example.com,9,0.1775,0.3659,0.3147,Klingon,24,http://api.randomuser.me/portraits/thumb/women/43.jpg
noelle,white,female,Mech,Junior,noelle.white35@example.com,7,0.0552,0.6473,0.4373,Human,20,http://api.randomuser.me/portraits/thumb/women/5.jpg
aubrey,hicks,female,CS,Junior,aubrey.hicks39@example.com,10,0.2019,0.3047,0.2065,Klingon,23,http://api.randomuser.me/portraits/thumb/women/19.jpg
jordan,simpson,male,CS,Sophomore,jordan.simpson69@example.com,8,0.4387,0.5656,0.2265,Human,18,http://api.randomuser.me/portraits/thumb/men/18.jpg
nathan,rivera,male,Media,Freshman,nathan.rivera22@example.com,10,0.356,0.421,0.9001,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/18.jpg
zachary,johnson,male,Architecture,Grad,zachary.johnson73@example.com,8,0.157,0.0654,0.0722,Martian,27,http://api.randomuser.me/portraits/thumb/men/18.jpg
lester,lucas,male,CS,PhD,lester.lucas18@example.com,8,0.4355,0.4512,0.2062,Human,24,http://api.randomuser.me/portraits/thumb/men/18.jpg
melanie,edwards,female,ECE,Sophomore,melanie.edwards87@example.com,5,0.2689,0.4171,0.5918,Martian,25,http://api.randomuser.me/portraits/thumb/women/95.jpg
lance,mccoy,male,CS,PhD,lance.mccoy32@example.com,5,0.0434,0.0813,0.918,Martian,18,http://api.randomuser.me/portraits/thumb/men/18.jpg
joseph,arnold,male,CS,Senior,joseph.arnold22@example.com,9,0.209,0.2256,0.2992,Martian,26,http://api.randomuser.me/portraits/thumb/men/18.jpg
stella,mason,female,CS,Senior,stella.mason14@example.com,9,0.1065,0.0119,0.9739,Martian,25,http://api.randomuser.me/portraits/thumb/women/86.jpg
johnni,rodriguez,male,Architecture,Freshman,johnni.rodriguez92@example.com,10,0.3581,0.5152,0.1872,Human,24,http://api.randomuser.me/portraits/thumb/men/18.jpg
minnie,stone,female,ECE,Senior,minnie.stone57@example.com,10,0.0376,0.622,0.4839,Human,18,http://api.randomuser.me/portraits/thumb/women/2.jpg
marvin,medina,male,ECE,Sophomore,marvin.medina11@example.com,9,0.2292,0.2566,0.3344,Klingon,26,http://api.randomuser.me/portraits/thumb/men/18.jpg
aiden,howell,male,Mech,Senior,aiden.howell93@example.com,7,0.2117,0.6297,0.8725,Martian,19,http://api.randomuser.me/portraits/thumb/men/18.jpg
melanie,george,female,Architecture,Senior,melanie.george32@example.com,11,0.4938,0.1675,0.0854,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/36.jpg
misty,ford,female,CS,Junior,misty.ford50@example.com,7,0.4598,0.4344,0.8269,Martian,25,http://api.randomuser.me/portraits/thumb/women/39.jpg
clifton,tucker,male,CS,Junior,clifton.tucker30@example.com,8,0.3081,0.407,0.0616,Human,17,http://api.randomuser.me/portraits/thumb/men/18.jpg
herminia,bennett,female,Civil,PhD,herminia.bennett56@example.com,7,0.1295,0.6135,0.4456,Martian,24,http://api.randomuser.me/portraits/thumb/women/90.jpg
priscilla,freeman,female,ECE,Senior,priscilla.freeman11@example.com,5,0.1304,0.5059,0.9433,Martian,22,http://api.randomuser.me/portraits/thumb/women/42.jpg
stephen,flores,male,Architecture,PhD,stephen.flores34@example.com,9,0.463,0.5849,0.1227,Romulan,24,http://api.randomuser.me/portraits/thumb/men/18.jpg
ron,ryan,male,Civil,Junior,ron.ryan72@example.com,6,0.2492,0.3958,0.8899,Klingon,26,http://api.randomuser.me/portraits/thumb/men/18.jpg
max,webb,male,Civil,Freshman,max.webb60@example.com,5,0.4266,0.2968,0.5322,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/18.jpg
lauren,king,female,CS,Senior,lauren.king20@example.com,8,0.22,0.3246,0.6184,Human,29,http://api.randomuser.me/portraits/thumb/women/1.jpg
duane,lynch,male,Civil,PhD,duane.lynch84@example.com,8,0.1213,0.0983,0.8785,Romulan,20,http://api.randomuser.me/portraits/thumb/men/19.jpg
joshua,bennett,male,Civil,Freshman,joshua.bennett43@example.com,10,0.0471,0.1146,0.8081,Martian,17,http://api.randomuser.me/portraits/thumb/men/19.jpg
